1,Jeddah,Al Hamra,2900
2,Jeddah,Al Hamra,2819
3,Jeddah,Al Hamra,2730
4,Jeddah,Al Aziziyah,8768
5,Jeddah,ar rihab,4490
6,Jeddah,Al Aziziyah,3928
7,Jeddah,ar rihab,3554
8,Jeddah,Al Hamra,6791
9,Jeddah,Al Hamra,6659
10,Jeddah,Al Hamra,6569
11,Jeddah,Al Hamra,7101
12,Jeddah,Al Hamra,7239
